測定局コード,測定局名称,住所,局種別,地域コード,都道府県コード,市区町村名,SO2測定有無,NO測定有無,NO2測定有無,NOX測定有無,CO測定有無,OX測定有無,NMHC測定有無,CH4測定有無,THC測定有無,SPM測定有無,PM2.5測定有無,SP測定有無,WD測定有無,WS測定有無,TEMP測定有無,HUM測定有無,問い合わせ先
13101520,国設霞が関,千代田区,自排局,3,13,千代田区,×,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,×,環境省
13102010,中央区晴海,中央区晴海三丁目６番１号,一般局,3,13,中央区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13102510,永代通り新川,中央区新川一丁目３番１号,自排局,3,13,中央区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,×,×,東京都
13103010,港区高輪,港区高輪一丁目6番,一般局,3,13,港区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13103510,第一京浜高輪,港区高輪２－２０,自排局,3,13,港区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13104010,国設東京（新宿）,新宿区内藤町１１,一般局,3,13,新宿区,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省
13104540,国設新宿,新宿区内藤町１１,自排局,3,13,新宿区,×,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,環境省
13104550,新目白通り下落合,新宿区下落合二丁目２番地先,自排局,3,13,新宿区,×,◯,◯,◯,×,×,×,◯,◯,◯,◯,×,×,×,×,×,東京都
13105010,文京区本駒込,文京区本駒込四丁目35番15号,一般局,3,13,文京区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13105530,春日通り大塚,文京区大塚３－５－１,自排局,3,13,文京区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13106520,明治通り大関横丁,台東区三ノ輪２－５地先,自排局,3,13,台東区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13107520,水戸街道東向島,墨田区東向島１－３４,自排局,3,13,墨田区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13108010,江東区大島,江東区大島３－１－３,一般局,3,13,江東区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13108020,港区台場,港区台場１－３－１,一般局,3,13,港区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13108520,京葉道路亀戸,江東区亀戸７－４２,自排局,3,13,江東区,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13108530,三ツ目通り辰巳,江東区辰巳一丁目９番地先,自排局,3,13,江東区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13109010,品川区豊町,品川区豊町２－１－２０,一般局,3,13,品川区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13109030,品川区八潮,品川区八潮５－１１－１７,一般局,3,13,品川区,◯,×,×,×,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13109510,北品川交差点,品川区北品川３－１１－２２,自排局,3,13,品川区,◯,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13109520,中原口交差点,品川区西五反田７－２５－１,自排局,3,13,品川区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13110010,目黒区碑文谷,目黒区碑文谷４－１９－２５,一般局,3,13,目黒区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13110510,山手通り大坂橋,目黒区青葉台３－６,自排局,3,13,目黒区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13110530,環七通り柿の木坂,目黒区柿の木坂１－１－４,自排局,3,13,目黒区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13111010,大田区東糀谷,大田区東糀谷１－２１－１５,一般局,3,13,大田区,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13111520,環七通り松原橋,大田区中馬込２－１７先,自排局,3,13,大田区,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13111530,中原街道南千束,大田区南千束１－３３－１,自排局,3,13,大田区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13111540,環八通り千鳥,大田区千鳥３丁目３－３１先,自排局,3,13,大田区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13112010,世田谷区世田谷,世田谷区世田谷４－２１－２７,一般局,3,13,世田谷区,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13112020,世田谷区成城,世田谷区成城９－２５－１,一般局,3,13,世田谷区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13112510,玉川通り上馬,世田谷区上馬４－１－３,自排局,3,13,世田谷区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13112520,環八通り八幡山,世田谷区粕谷２－１９,自排局,3,13,世田谷区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13113010,渋谷区宇田川町,渋谷区宇田川町１－１,一般局,3,13,渋谷区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13113510,甲州街道大原,渋谷区笹塚１－６４－１９,自排局,3,13,渋谷区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13114010,中野区若宮,中野区若宮三丁目53番,一般局,3,13,中野区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13114510,山手通り東中野,中野区中央2-18-21,自排局,3,13,中野区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13115010,杉並区久我山,杉並区久我山５－３６－１７,一般局,3,13,杉並区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13115550,早稲田通り下井草,杉並区下井草四丁目３番１号,自排局,3,13,杉並区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13116530,明治通り西巣鴨,豊島区西巣鴨２－３９－５,自排局,3,13,豊島区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13117520,北本通り王子,北区王子５丁目２９番,自排局,3,13,北区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13118010,荒川区南千住,荒川区南千住１－４－１１,一般局,3,13,荒川区,◯,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13119010,板橋区氷川町,板橋区氷川町１３－１,一般局,3,13,板橋区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13119510,中山道大和町,板橋区大和町１４－１２,自排局,3,13,板橋区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13120010,練馬区北町,練馬区北町１－１４－１１,一般局,3,13,練馬区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13120020,練馬区石神井台,練馬区石神井町５－２４地先,一般局,3,13,練馬区,×,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13120030,練馬区練馬,練馬区練馬２－２７－２８,一般局,3,13,練馬区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13121010,足立区西新井,足立区西新井６－２１－３,一般局,3,13,足立区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13121020,足立区綾瀬,足立区綾瀬６－２３,一般局,3,13,足立区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13121510,日光街道梅島,足立区中央本町１－１７,自排局,3,13,足立区,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13122010,葛飾区鎌倉,葛飾区鎌倉２丁目２１番４号,一般局,3,13,葛飾区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13122020,葛飾区水元公園,葛飾区水元公園３－２,一般局,3,13,葛飾区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13122520,環七通り亀有,葛飾区亀有二丁目７５番１号,自排局,3,13,葛飾区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13123010,江戸川区鹿骨,江戸川区鹿骨１－１５－１,一般局,3,13,江戸川区,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13123020,江戸川区春江町,江戸川区春江町５－３ー３,一般局,3,13,江戸川区,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13123030,江戸川区南葛西,江戸川区南葛西１－１１－１,一般局,3,13,江戸川区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13201020,八王子市片倉町,八王子市片倉町５５３番地,一般局,3,13,八王子市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13201040,八王子市館町,八王子市館町１０９７－６６,一般局,3,13,八王子市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,八王子市
13201060,八王子市大楽寺町,八王子市大楽寺町４１９－１,一般局,3,13,八王子市,×,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,〇,◯,八王子市
13201510,甲州街道八木町,八王子市八木町８,自排局,3,13,八王子市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,八王子市
13202010,立川市泉町,立川市泉町１１５６－９,一般局,3,13,立川市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13203010,武蔵野市関前,武蔵野市関前３－２－２０,一般局,3,13,武蔵野市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13203510,五日市街道武蔵境,武蔵野市関前５－２１,自排局,3,13,武蔵野市,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13204510,連雀通り下連雀,三鷹市下連雀７丁目１５番４号,自排局,3,13,三鷹市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13205010,青梅市東青梅,青梅市東青梅１－１１－１,一般局,3,13,青梅市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13206010,府中市四谷,府中市四谷４－１６－４,一般局,3,13,府中市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13208020,調布市深大寺南町,調布市深大寺南町４－１６－２３,一般局,3,13,調布市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13209010,町田市金森,町田市金森1-22,一般局,3,13,町田市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13209020,町田市能ケ谷町,町田市能ケ谷町１５１２,一般局,3,13,町田市,×,×,×,×,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13210010,小金井市本町,小金井市本町６－６－３,一般局,3,13,小金井市,×,◯,◯,◯,◯,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13211010,小平市小川町,小平市小川町２－１３２５,一般局,3,13,小平市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13212520,川崎街道百草園,日野市落川９４６番地先,自排局,3,13,日野市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13213510,新青梅街道東村山,東村山市本町１－１０先,自排局,3,13,東村山市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13215510,甲州街道国立,国立市谷保６２０８,自排局,3,13,国立市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13216010,西東京市南町,西東京市南町５－６－１３,一般局,3,13,西東京市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13217010,西東京市下保谷,西東京市下保谷一丁目４番,一般局,3,13,西東京市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,◯,◯,〇,◯,東京都
13217510,青梅街道柳沢,西東京市柳沢２－１８先,自排局,3,13,西東京市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13218010,福生市本町,福生市本町５,一般局,3,13,福生市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13219010,狛江市中和泉,狛江市中和泉３－４－１０,一般局,3,13,狛江市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13220010,東大和市奈良橋,東大和市奈良橋４－５７３,一般局,3,13,東大和市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13221010,清瀬市上清戸,清瀬市上清戸２－６－４１,一般局,3,13,清瀬市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13222510,小金井街道東久留米,東久留米市中央町６－９－１,自排局,3,13,東久留米市,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13224010,多摩市愛宕,多摩市愛宕１－６５－１,一般局,3,13,多摩市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,東京都
13303520,東京環状長岡,西多摩郡瑞穂町長岡１－１０,自排局,3,13,西多摩郡瑞穂町,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,東京都
13421950,国設小笠原酸性雨,小笠原村父島旭山地内,一般局,3,13,小笠原村,◯,◯,◯,◯,×,◯,×,×,×,×,◯,×,◯,◯,〇,◯,環境省
14101010,鶴見区潮田交流プラザ,横浜市鶴見区本町通４－１７１－２３,一般局,3,14,横浜市鶴見区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,横浜市
14101020,鶴見区生麦小学校,横浜市鶴見区生麦４－１５－１,一般局,3,14,横浜市鶴見区,×,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,横浜市
14101520,鶴見区下末吉小学校,横浜市鶴見区下末吉２－２５－６,自排局,3,14,横浜市鶴見区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,横浜市
14102010,神奈川区総合庁舎,横浜市神奈川区広台太田町３－８,一般局,3,14,横浜市神奈川区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14103010,西区平沼小学校,横浜市西区平沼２－１１－３６,一般局,3,14,横浜市西区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14103510,西区浅間下交差点,横浜市西区浅間町１－１６,自排局,3,14,横浜市西区,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,横浜市
14104020,中区加曽台,横浜市中区根岸加曽台１－１,一般局,3,14,横浜市中区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,横浜市
14104030,中区本牧,横浜市中区本牧大里町１５５－１８,一般局,3,14,横浜市中区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,横浜市
14105020,南区横浜商業高校,横浜市南区南太田２－３０－１,一般局,3,14,横浜市南区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14106010,保土ヶ谷区桜丘高校,横浜市保土ヶ谷区桜ヶ丘２－１５－１,一般局,3,14,横浜市保土ヶ谷区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14107010,磯子区総合庁舎,横浜市磯子区磯子３－５－１,一般局,3,14,横浜市磯子区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14107520,磯子区滝頭,横浜市磯子区滝頭３－１－６８,自排局,3,14,横浜市磯子区,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,横浜市
14108020,金沢区長浜,横浜市金沢区富岡東６－１６－１,一般局,3,14,横浜市金沢区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,横浜市
14109040,港北区総合庁舎,横浜市港北区大豆戸町２６－１,一般局,3,14,横浜市港北区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14110050,戸塚区汲沢小学校,横浜市戸塚区汲沢３－６－１,一般局,3,14,横浜市戸塚区,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,横浜市
14110510,戸塚区矢沢交差点,横浜市戸塚区戸塚町４２７２,自排局,3,14,横浜市戸塚区,×,◯,◯,◯,×,×,◯,◯,◯,◯,◯,×,×,×,×,×,横浜市
14111020,港南区野庭中央公園,横浜市港南区野庭町613,一般局,3,14,横浜市港南区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,横浜市
14111520,港南中学校,横浜市港南区港南中央通６－１,自排局,3,14,横浜市港南区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,横浜市
14112020,旭区鶴ヶ峯小学校,横浜市旭区鶴ヶ峰町１－４２,一般局,3,14,横浜市旭区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,横浜市
14112510,旭区都岡小学校,横浜市旭区都岡町４－８,自排局,3,14,横浜市旭区,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,横浜市
14113020,緑区三保小学校,横浜市緑区三保町１８６７,一般局,3,14,横浜市緑区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,横浜市
14113510,青葉台,横浜市青葉区しらとり台５,自排局,3,14,横浜市青葉区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,横浜市
14113520,資源循環都筑工場前,横浜市都筑区平台２７－１,自排局,3,14,横浜市都筑区,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,横浜市
14114020,瀬谷区南瀬谷小学校,横浜市瀬谷区南瀬谷１－１－１,一般局,3,14,横浜市瀬谷区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14115010,栄区上郷小学校,横浜市栄区犬山町６－１,一般局,3,14,横浜市栄区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14116010,泉区総合庁舎,横浜市泉区和泉町４６３６－２,一般局,3,14,横浜市泉区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14117010,青葉区総合庁舎,横浜市青葉区市ヶ尾町３１－４,一般局,3,14,横浜市青葉区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14118010,都筑区総合庁舎,横浜市都筑区茅ヶ崎中央３２－１,一般局,3,14,横浜市都筑区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,横浜市
14131020,川崎区役所大師支所,川崎市川崎区東門前２－１－１,一般局,3,14,川崎市川崎区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市
14131030,国設川崎,川崎市川崎区田島町２０－５,一般局,3,14,川崎市川崎区,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,環境省
14131100,川崎市役所第４庁舎,川崎市川崎区宮本町3-3,一般局,3,14,川崎市川崎区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市
14131530,池上新田公園前,川崎市川崎区池上町３,自排局,3,14,川崎市川崎区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,川崎市
14131540,日進町,川崎市川崎区日進町２３－１,自排局,3,14,川崎市川崎区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,川崎市
14131550,富士見公園,川崎市川崎区富士見１－１－６,自排局,3,14,川崎市川崎区,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,川崎市
14132060,幸スポーツセンター,川崎市幸区戸手本町１－１１－３,一般局,3,14,川崎市幸区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市
14132510,遠藤町交差点,川崎市幸区遠藤町１,自排局,3,14,川崎市幸区,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,川崎市
14133010,中原区地域支援みまもりセンター,川崎市中原区小杉町３－２４５,一般局,3,14,川崎市中原区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市
14133520,中原平和公園,川崎市中原区木月住吉町３３－１,自排局,3,14,川崎市中原区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,川崎市
14134010,生活文化会館,川崎市高津区溝口１－６－１０,一般局,3,14,川崎市高津区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市
14134530,二子,川崎市高津区溝口５－１５－７,自排局,3,14,川崎市高津区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,川崎市
14135070,弘法松公園,川崎市麻生区百合丘２－１０,一般局,3,14,川崎市麻生区,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,川崎市
14135080,登戸小学校,川崎市多摩区登戸１３２９,一般局,3,14,川崎市多摩区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,川崎市
14135530,柿生,川崎市麻生区片平２－３０－７,自排局,3,14,川崎市麻生区,×,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,川崎市
